source,apv-system,apv-system,apv-system,back-up-water,biomass-bus,electricity-bus,solar-energy-bus,sun,water-bus-in,water-bus-out
target,biomass-bus,electricity-bus,water-bus-out,water-bus-in,biomass-excess,electricity-excess,apv-system,solar-energy-bus,apv-system,water-excess
var_name,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow
2022-01-01 00:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08
2022-01-01 01:00:00,3.2e-08,3.2e-08,3.2e-08,170.94119,3.2e-08,3.2e-08,3.2e-08,3.2e-08,170.94119,3.2e-08
2022-01-01 02:00:00,3.2e-08,3.2e-08,3.2e-08,170.65298,3.2e-08,3.2e-08,3.2e-08,3.2e-08,170.65298,3.2e-08
2022-01-01 03:00:00,3.2e-08,3.2e-08,3.2e-08,169.47915,3.2e-08,3.2e-08,3.2e-08,3.2e-08,169.47915,3.2e-08
2022-01-01 04:00:00,3.2e-08,3.2e-08,3.2e-08,168.09166,3.2e-08,3.2e-08,3.2e-08,3.2e-08,168.09166,3.2e-08
2022-01-01 05:00:00,3.2e-08,3.2e-08,3.2e-08,166.69401,3.2e-08,3.2e-08,3.2e-08,3.2e-08,166.69401,3.2e-08
2022-01-01 06:00:00,3.2e-08,3.2e-08,3.2e-08,166.37551,3.2e-08,3.2e-08,3.2e-08,3.2e-08,166.37551,3.2e-08
2022-01-01 07:00:00,3.2e-08,3.2e-08,3.2e-08,166.10945,3.2e-08,3.2e-08,3.2e-08,3.2e-08,166.10945,3.2e-08
2022-01-01 08:00:00,5.05296,445.4895,3.2e-05,166815.84,5.05296,445.4895,2271.8016,2271.8016,166815.84,3.2e-05
2022-01-01 09:00:00,137.79728,8074.6023,3.2e-05,177150.6,137.79728,8074.6023,42182.656,42182.655999999995,177150.6,3.2e-05
2022-01-01 10:00:00,464.6279,18848.787,3.2e-05,194944.47,464.6279,18848.787,101917.4,101917.4016,194944.47,3.2e-05
2022-01-01 11:00:00,867.12182,27525.942,3.2e-05,215138.57,867.12182,27525.942,153404.84,153404.8448,215138.57,3.2e-05
2022-01-01 12:00:00,1179.8423,33102.584,3.2e-05,227162.79,1179.8423,33102.584,188104.22,188104.224,227162.79,3.2e-05
2022-01-01 13:00:00,1333.6051,35479.074,3.2e-05,229023.36,1333.6051,35479.074,203328.85,203328.848,229023.36,3.2e-05
2022-01-01 14:00:00,1323.0311,34341.515,3.2e-05,225992.86,1323.0311,34341.515,196538.73,196538.72960000002,225992.86,3.2e-05
2022-01-01 15:00:00,1116.704,29861.295,3.2e-05,216487.26,1116.704,29861.295,168771.14,168771.136,216487.26,3.2e-05
2022-01-01 16:00:00,766.65923,22226.522,3.2e-05,203058.74,766.65923,22226.522,122905.01,122905.01120000001,203058.74,3.2e-05
2022-01-01 17:00:00,378.62384,12017.711,3.2e-05,188377.95,378.62384,12017.711,64748.886,64748.8864,188377.95,3.2e-05
2022-01-01 18:00:00,57.91072,2166.6483,3.2e-05,168310.63,57.91072,2166.6483,11364.067,11364.0672,168310.63,3.2e-05
2022-01-01 19:00:00,3.2e-08,3.2e-08,3.2e-08,161.24826,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.24826,3.2e-08
2022-01-01 20:00:00,3.2e-08,3.2e-08,3.2e-08,157.97975,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.97975,3.2e-08
2022-01-01 21:00:00,3.2e-08,3.2e-08,3.2e-08,160.14203,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.14203,3.2e-08
2022-01-01 22:00:00,3.2e-08,3.2e-08,3.2e-08,157.8662,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.8662,3.2e-08
2022-01-01 23:00:00,3.2e-08,3.2e-08,3.2e-08,158.74346,3.2e-08,3.2e-08,3.2e-08,3.2e-08,158.74346,3.2e-08
2022-01-02 00:00:00,3.2e-08,3.2e-08,3.2e-08,161.00023,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.00023,3.2e-08
2022-01-02 01:00:00,3.2e-08,3.2e-08,3.2e-08,163.54798,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.54798,3.2e-08
2022-01-02 02:00:00,3.2e-08,3.2e-08,3.2e-08,163.67481,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.67481,3.2e-08
2022-01-02 03:00:00,3.2e-08,3.2e-08,3.2e-08,163.87716,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.87716,3.2e-08
2022-01-02 04:00:00,3.2e-08,3.2e-08,3.2e-08,163.07622,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.07622,3.2e-08
2022-01-02 05:00:00,3.2e-08,3.2e-08,3.2e-08,163.03564,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.03564,3.2e-08
2022-01-02 06:00:00,3.2e-08,3.2e-08,3.2e-08,163.00729,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.00729,3.2e-08
2022-01-02 07:00:00,3.2e-08,3.2e-08,3.2e-08,162.86554,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.86554,3.2e-08
2022-01-02 08:00:00,3.881408,439.27328,3.2e-05,163920.76,3.881408,439.27328,2226.2656,2226.2656,163920.76,3.2e-05
2022-01-02 09:00:00,117.02928,8081.1387,3.2e-05,172840.95,117.02928,8081.1387,41909.434,41909.433600000004,172840.95,3.2e-05
2022-01-02 10:00:00,471.53389,18875.597,3.2e-05,192512.47,471.53389,18875.597,101679.6,101679.59999999999,192512.47,3.2e-05
2022-01-02 11:00:00,876.78944,27690.595,3.2e-05,212928.31,876.78944,27690.595,153561.69,153561.6896,212928.31,3.2e-05
2022-01-02 12:00:00,1217.4785,33363.911,3.2e-05,229325.72,1217.4785,33363.911,188782.23,188782.22720000002,229325.72,3.2e-05
2022-01-02 13:00:00,1443.5252,35654.856,3.2e-05,229522.04,1443.5252,35654.856,204062.48,204062.47999999998,229522.04,3.2e-05
2022-01-02 14:00:00,1439.153,34457.167,3.2e-05,225987.51,1439.153,34457.167,196994.08,196994.08,225987.51,3.2e-05
2022-01-02 15:00:00,1221.7111,30008.693,3.2e-05,218582.18,1221.7111,30008.693,169494.67,169494.66879999998,218582.18,3.2e-05
2022-01-02 16:00:00,826.10502,22284.867,3.2e-05,203306.17,826.10502,22284.867,123041.62,123041.6224,203306.17,3.2e-05
2022-01-02 17:00:00,398.57248,12132.229,3.2e-05,187919.02,398.57248,12132.229,65184.022,65184.0224,187919.02,3.2e-05
2022-01-02 18:00:00,64.484032,2223.1127,3.2e-05,170337.26,64.484032,2223.1127,11652.467,11652.467200000001,170337.26,3.2e-05
2022-01-02 19:00:00,3.2e-08,3.2e-08,3.2e-08,160.75839,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.75839,3.2e-08
2022-01-02 20:00:00,3.2e-08,3.2e-08,3.2e-08,161.61062,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.61062,3.2e-08
2022-01-02 21:00:00,3.2e-08,3.2e-08,3.2e-08,162.74761,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.74761,3.2e-08
2022-01-02 22:00:00,3.2e-08,3.2e-08,3.2e-08,161.51891,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.51891,3.2e-08
2022-01-02 23:00:00,3.2e-08,3.2e-08,3.2e-08,161.63026,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.63026,3.2e-08
2022-01-03 00:00:00,3.2e-08,3.2e-08,3.2e-08,162.37659,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.37659,3.2e-08
2022-01-03 01:00:00,3.2e-08,3.2e-08,3.2e-08,164.06136,3.2e-08,3.2e-08,3.2e-08,3.2e-08,164.06136,3.2e-08
2022-01-03 02:00:00,3.2e-08,3.2e-08,3.2e-08,165.04035,3.2e-08,3.2e-08,3.2e-08,3.2e-08,165.04035,3.2e-08
2022-01-03 03:00:00,3.2e-08,3.2e-08,3.2e-08,165.02755,3.2e-08,3.2e-08,3.2e-08,3.2e-08,165.02755,3.2e-08
2022-01-03 04:00:00,3.2e-08,3.2e-08,3.2e-08,163.67148,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.67148,3.2e-08
2022-01-03 05:00:00,3.2e-08,3.2e-08,3.2e-08,162.40996,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.40996,3.2e-08
2022-01-03 06:00:00,3.2e-08,3.2e-08,3.2e-08,161.85129,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.85129,3.2e-08
2022-01-03 07:00:00,3.2e-08,3.2e-08,3.2e-08,161.75322,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.75322,3.2e-08
2022-01-03 08:00:00,3.97744,424.54579,3.2e-05,161964.17,3.97744,424.54579,2150.368,2150.368,161964.17,3.2e-05
2022-01-03 09:00:00,121.33117,7959.8269,3.2e-05,169958.0,121.33117,7959.8269,41226.378,41226.37759999999,169958.0,3.2e-05
2022-01-03 10:00:00,527.16259,18659.501,3.2e-05,191001.66,527.16259,18659.501,100581.64,100581.6416,191001.66,3.2e-05
2022-01-03 11:00:00,990.77475,27248.21,3.2e-05,213178.15,990.77475,27248.21,151300.01,151300.0096,213178.15,3.2e-05
2022-01-03 12:00:00,1385.2282,32871.345,3.2e-05,227028.06,1385.2282,32871.345,186328.26,186328.256,227028.06,3.2e-05
2022-01-03 13:00:00,1571.4012,34888.829,3.2e-05,226600.53,1571.4012,34888.829,199448.05,199448.048,226600.53,3.2e-05
2022-01-03 14:00:00,1560.5524,33909.092,3.2e-05,223200.16,1560.5524,33909.092,193609.15,193609.152,223200.16,3.2e-05
2022-01-03 15:00:00,1246.1409,28849.74,3.2e-05,213114.15,1246.1409,28849.74,162132.81,162132.81279999999,213114.15,3.2e-05
2022-01-03 16:00:00,872.93024,21639.209,3.2e-05,202586.16,872.93024,21639.209,119226.61,119226.61120000001,202586.16,3.2e-05
2022-01-03 17:00:00,428.49165,11814.69,3.2e-05,187574.6,428.49165,11814.69,63443.491,63443.4912,187574.6,3.2e-05
2022-01-03 18:00:00,69.330144,2234.6983,3.2e-05,167178.41,69.330144,2234.6983,11698.013,11698.012799999999,167178.41,3.2e-05
2022-01-03 19:00:00,3.2e-08,3.2e-08,3.2e-08,159.57282,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.57282,3.2e-08
2022-01-03 20:00:00,3.2e-08,3.2e-08,3.2e-08,162.50284,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.50284,3.2e-08
2022-01-03 21:00:00,3.2e-08,3.2e-08,3.2e-08,162.85587,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.85587,3.2e-08
2022-01-03 22:00:00,3.2e-08,3.2e-08,3.2e-08,162.63188,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.63188,3.2e-08
2022-01-03 23:00:00,3.2e-08,3.2e-08,3.2e-08,164.33759,3.2e-08,3.2e-08,3.2e-08,3.2e-08,164.33759,3.2e-08
2022-01-04 00:00:00,3.2e-08,3.2e-08,3.2e-08,164.99821,3.2e-08,3.2e-08,3.2e-08,3.2e-08,164.99821,3.2e-08
2022-01-04 01:00:00,3.2e-08,3.2e-08,3.2e-08,164.30898,3.2e-08,3.2e-08,3.2e-08,3.2e-08,164.30898,3.2e-08
2022-01-04 02:00:00,3.2e-08,3.2e-08,3.2e-08,163.05231,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.05231,3.2e-08
2022-01-04 03:00:00,3.2e-08,3.2e-08,3.2e-08,162.29857,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.29857,3.2e-08
2022-01-04 04:00:00,3.2e-08,3.2e-08,3.2e-08,161.54913,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.54913,3.2e-08
2022-01-04 05:00:00,3.2e-08,3.2e-08,3.2e-08,161.64024,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.64024,3.2e-08
2022-01-04 06:00:00,3.2e-08,3.2e-08,3.2e-08,161.75745,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.75745,3.2e-08
2022-01-04 07:00:00,3.2e-08,3.2e-08,3.2e-08,162.19406,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.19406,3.2e-08
2022-01-04 08:00:00,3.92496,402.90352,3.2e-05,162244.31,3.92496,402.90352,2039.056,2039.056,162244.31,3.2e-05
2022-01-04 09:00:00,123.2912,7668.541,3.2e-05,170642.05,123.2912,7668.541,39657.878,39657.8784,170642.05,3.2e-05
2022-01-04 10:00:00,546.95114,18124.588,3.2e-05,190774.84,546.95114,18124.588,97469.933,97469.93280000001,190774.84,3.2e-05
2022-01-04 11:00:00,1084.1458,26827.461,3.2e-05,211722.36,1084.1458,26827.461,148906.78,148906.7776,211722.36,3.2e-05
2022-01-04 12:00:00,1488.5613,32376.096,3.2e-05,226232.64,1488.5613,32376.096,183211.5,183211.504,226232.64,3.2e-05
2022-01-04 13:00:00,1644.2985,33439.379,3.2e-05,224994.59,1644.2985,33439.379,190426.62,190426.624,224994.59,3.2e-05
2022-01-04 14:00:00,1624.3446,32400.254,3.2e-05,219900.71,1624.3446,32400.254,184233.56,184233.5552,219900.71,3.2e-05
2022-01-04 15:00:00,1351.519,28273.591,3.2e-05,210125.54,1351.519,28273.591,158747.88,158747.8816,210125.54,3.2e-05
2022-01-04 16:00:00,850.91731,19464.023,3.2e-05,197663.21,850.91731,19464.023,106668.46,106668.4576,197663.21,3.2e-05
2022-01-04 17:00:00,425.48019,10601.36,3.2e-05,184826.48,425.48019,10601.36,56810.234,56810.2336,184826.48,3.2e-05
2022-01-04 18:00:00,70.834688,2028.6081,3.2e-05,167096.39,70.834688,2028.6081,10625.354,10625.3536,167096.39,3.2e-05
2022-01-04 19:00:00,3.2e-08,3.2e-08,3.2e-08,158.56648,3.2e-08,3.2e-08,3.2e-08,3.2e-08,158.56648,3.2e-08
2022-01-04 20:00:00,3.2e-08,3.2e-08,3.2e-08,158.8698,3.2e-08,3.2e-08,3.2e-08,3.2e-08,158.8698,3.2e-08
2022-01-04 21:00:00,3.2e-08,3.2e-08,3.2e-08,158.64065,3.2e-08,3.2e-08,3.2e-08,3.2e-08,158.64065,3.2e-08
2022-01-04 22:00:00,3.2e-08,3.2e-08,3.2e-08,159.27339,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.27339,3.2e-08
2022-01-04 23:00:00,3.2e-08,3.2e-08,3.2e-08,159.85185,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.85185,3.2e-08
2022-01-05 00:00:00,3.2e-08,3.2e-08,3.2e-08,161.29652,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.29652,3.2e-08
2022-01-05 01:00:00,3.2e-08,3.2e-08,3.2e-08,163.13358,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.13358,3.2e-08
2022-01-05 02:00:00,3.2e-08,3.2e-08,3.2e-08,164.49897,3.2e-08,3.2e-08,3.2e-08,3.2e-08,164.49897,3.2e-08
2022-01-05 03:00:00,3.2e-08,3.2e-08,3.2e-08,164.61227,3.2e-08,3.2e-08,3.2e-08,3.2e-08,164.61227,3.2e-08
2022-01-05 04:00:00,3.2e-08,3.2e-08,3.2e-08,165.13526,3.2e-08,3.2e-08,3.2e-08,3.2e-08,165.13526,3.2e-08
2022-01-05 05:00:00,3.2e-08,3.2e-08,3.2e-08,164.35796,3.2e-08,3.2e-08,3.2e-08,3.2e-08,164.35796,3.2e-08
2022-01-05 06:00:00,3.2e-08,3.2e-08,3.2e-08,163.48203,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.48203,3.2e-08
2022-01-05 07:00:00,3.2e-08,3.2e-08,3.2e-08,163.4298,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.4298,3.2e-08
2022-01-05 08:00:00,3.598272,423.04022,3.2e-05,163235.96,3.598272,423.04022,2135.1904,2135.1904,163235.96,3.2e-05
2022-01-05 09:00:00,122.92774,8139.4395,3.2e-05,171494.59,122.92774,8139.4395,41995.456,41995.456000000006,171494.59,3.2e-05
2022-01-05 10:00:00,590.35542,19104.327,3.2e-05,191768.35,590.35542,19104.327,102656.11,102656.112,191768.35,3.2e-05
2022-01-05 11:00:00,1158.3132,28011.932,3.2e-05,214976.95,1158.3132,28011.932,155297.17,155297.168,214976.95,3.2e-05
2022-01-05 12:00:00,1600.5958,33862.813,3.2e-05,224447.62,1600.5958,33862.813,191509.4,191509.3952,224447.62,3.2e-05
2022-01-05 13:00:00,1823.165,36313.057,3.2e-05,223115.81,1823.165,36313.057,207194.45,207194.4544,223115.81,3.2e-05
2022-01-05 14:00:00,1797.2357,35258.215,3.2e-05,218353.44,1797.2357,35258.215,200804.04,200804.0416,218353.44,3.2e-05
2022-01-05 15:00:00,1532.7344,30701.207,3.2e-05,211078.45,1532.7344,30701.207,172788.51,172788.51200000002,211078.45,3.2e-05
2022-01-05 16:00:00,1064.5241,23015.703,3.2e-05,199904.5,1064.5241,23015.703,126816.15,126816.15359999999,199904.5,3.2e-05
2022-01-05 17:00:00,535.3881,12729.341,3.2e-05,185059.42,535.3881,12729.341,68346.333,68346.3328,185059.42,3.2e-05
2022-01-05 18:00:00,90.039008,2538.4447,3.2e-05,165943.02,90.039008,2538.4447,13266.512,13266.512,165943.02,3.2e-05
2022-01-05 19:00:00,3.2e-08,3.2e-08,3.2e-08,156.18491,3.2e-08,3.2e-08,3.2e-08,3.2e-08,156.18491,3.2e-08
2022-01-05 20:00:00,3.2e-08,3.2e-08,3.2e-08,157.37746,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.37746,3.2e-08
2022-01-05 21:00:00,3.2e-08,3.2e-08,3.2e-08,157.54548,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.54548,3.2e-08
2022-01-05 22:00:00,3.2e-08,3.2e-08,3.2e-08,155.56643,3.2e-08,3.2e-08,3.2e-08,3.2e-08,155.56643,3.2e-08
2022-01-05 23:00:00,3.2e-08,3.2e-08,3.2e-08,156.34319,3.2e-08,3.2e-08,3.2e-08,3.2e-08,156.34319,3.2e-08
2022-01-06 00:00:00,3.2e-08,3.2e-08,3.2e-08,157.66169,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.66169,3.2e-08
2022-01-06 01:00:00,3.2e-08,3.2e-08,3.2e-08,159.1742,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.1742,3.2e-08
2022-01-06 02:00:00,3.2e-08,3.2e-08,3.2e-08,160.5793,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.5793,3.2e-08
2022-01-06 03:00:00,3.2e-08,3.2e-08,3.2e-08,161.95059,3.2e-08,3.2e-08,3.2e-08,3.2e-08,161.95059,3.2e-08
2022-01-06 04:00:00,3.2e-08,3.2e-08,3.2e-08,162.71629,3.2e-08,3.2e-08,3.2e-08,3.2e-08,162.71629,3.2e-08
2022-01-06 05:00:00,3.2e-08,3.2e-08,3.2e-08,163.83708,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.83708,3.2e-08
2022-01-06 06:00:00,3.2e-08,3.2e-08,3.2e-08,163.55552,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.55552,3.2e-08
2022-01-06 07:00:00,3.2e-08,3.2e-08,3.2e-08,163.54968,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.54968,3.2e-08
2022-01-06 08:00:00,4.562528,419.26557,3.2e-05,163659.81,4.562528,419.26557,2120.0128,2120.0128,163659.81,3.2e-05
2022-01-06 09:00:00,151.68534,8145.7866,3.2e-05,172828.62,151.68534,8145.7866,42132.064,42132.064,172828.62,3.2e-05
2022-01-06 10:00:00,610.00365,19238.246,3.2e-05,191477.52,610.00365,19238.246,103162.09,103162.0896,191477.52,3.2e-05
2022-01-06 11:00:00,1164.6798,28235.275,3.2e-05,217162.23,1164.6798,28235.275,155909.39,155909.3856,217162.23,3.2e-05
2022-01-06 12:00:00,1674.4745,34056.963,3.2e-05,226281.2,1674.4745,34056.963,192157.02,192157.02399999998,226281.2,3.2e-05
2022-01-06 13:00:00,1928.4877,36438.186,3.2e-05,225672.69,1928.4877,36438.186,207528.38,207528.38400000002,225672.69,3.2e-05
2022-01-06 14:00:00,1927.2243,35396.168,3.2e-05,221587.8,1927.2243,35396.168,201390.98,201390.97600000002,221587.8,3.2e-05
2022-01-06 15:00:00,1674.117,30890.002,3.2e-05,213611.28,1674.117,30890.002,173876.35,173876.352,213611.28,3.2e-05
2022-01-06 16:00:00,1176.0484,23200.352,3.2e-05,202184.34,1176.0484,23200.352,127919.17,127919.168,202184.34,3.2e-05
2022-01-06 17:00:00,592.69421,12914.599,3.2e-05,187209.89,592.69421,12914.599,69368.387,69368.3872,187209.89,3.2e-05
2022-01-06 18:00:00,103.37382,2639.2096,3.2e-05,167985.9,103.37382,2639.2096,13802.845,13802.8448,167985.9,3.2e-05
2022-01-06 19:00:00,3.2e-08,3.2e-08,3.2e-08,160.87742,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.87742,3.2e-08
2022-01-06 20:00:00,3.2e-08,3.2e-08,3.2e-08,156.25255,3.2e-08,3.2e-08,3.2e-08,3.2e-08,156.25255,3.2e-08
2022-01-06 21:00:00,3.2e-08,3.2e-08,3.2e-08,157.20711,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.20711,3.2e-08
2022-01-06 22:00:00,3.2e-08,3.2e-08,3.2e-08,157.38071,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.38071,3.2e-08
2022-01-06 23:00:00,3.2e-08,3.2e-08,3.2e-08,157.11438,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.11438,3.2e-08
2022-01-07 00:00:00,3.2e-08,3.2e-08,3.2e-08,157.54235,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.54235,3.2e-08
2022-01-07 01:00:00,3.2e-08,3.2e-08,3.2e-08,157.74674,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.74674,3.2e-08
2022-01-07 02:00:00,3.2e-08,3.2e-08,3.2e-08,158.41598,3.2e-08,3.2e-08,3.2e-08,3.2e-08,158.41598,3.2e-08
2022-01-07 03:00:00,3.2e-08,3.2e-08,3.2e-08,159.59085,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.59085,3.2e-08
2022-01-07 04:00:00,3.2e-08,3.2e-08,3.2e-08,159.7912,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.7912,3.2e-08
2022-01-07 05:00:00,3.2e-08,3.2e-08,3.2e-08,160.14123,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.14123,3.2e-08
2022-01-07 06:00:00,3.2e-08,3.2e-08,3.2e-08,160.85531,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.85531,3.2e-08
2022-01-07 07:00:00,3.2e-08,3.2e-08,3.2e-08,160.96903,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.96903,3.2e-08
2022-01-07 08:00:00,4.167104,415.06323,3.2e-05,161540.38,4.167104,415.06323,2094.7104,2094.7104,161540.38,3.2e-05
2022-01-07 09:00:00,152.07504,8105.779,3.2e-05,170482.26,152.07504,8105.779,41853.779,41853.7792,170482.26,3.2e-05
2022-01-07 10:00:00,640.19363,19140.172,3.2e-05,190052.62,640.19363,19140.172,102494.2,102494.19840000001,190052.62,3.2e-05
2022-01-07 11:00:00,1235.5332,28129.03,3.2e-05,214673.64,1235.5332,28129.03,155115.02,155115.0208,214673.64,3.2e-05
2022-01-07 12:00:00,1719.1549,34029.418,3.2e-05,217768.86,1719.1549,34029.418,191362.68,191362.6752,217768.86,3.2e-05
2022-01-07 13:00:00,1995.2268,36480.504,3.2e-05,216697.67,1995.2268,36480.504,207133.73,207133.728,216697.67,3.2e-05
2022-01-07 14:00:00,1952.5332,35441.76,3.2e-05,211983.29,1952.5332,35441.76,200778.75,200778.75199999998,211983.29,3.2e-05
2022-01-07 15:00:00,1683.9825,30900.123,3.2e-05,207180.21,1683.9825,30900.123,173127.52,173127.52000000002,207180.21,3.2e-05
2022-01-07 16:00:00,1219.3004,23255.736,3.2e-05,199088.53,1219.3004,23255.736,127883.74,127883.744,199088.53,3.2e-05
2022-01-07 17:00:00,641.33296,13027.34,3.2e-05,185307.59,641.33296,13027.34,69940.147,69940.1472,185307.59,3.2e-05
2022-01-07 18:00:00,114.60813,2742.4866,3.2e-05,167146.18,114.60813,2742.4866,14334.112,14334.112000000001,167146.18,3.2e-05
2022-01-07 19:00:00,3.2e-08,3.2e-08,3.2e-08,163.61815,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.61815,3.2e-08
2022-01-07 20:00:00,3.2e-08,3.2e-08,3.2e-08,159.72992,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.72992,3.2e-08
2022-01-07 21:00:00,3.2e-08,3.2e-08,3.2e-08,155.32058,3.2e-08,3.2e-08,3.2e-08,3.2e-08,155.32058,3.2e-08
2022-01-07 22:00:00,3.2e-08,3.2e-08,3.2e-08,156.46291,3.2e-08,3.2e-08,3.2e-08,3.2e-08,156.46291,3.2e-08
2022-01-07 23:00:00,3.2e-08,3.2e-08,3.2e-08,156.3338,3.2e-08,3.2e-08,3.2e-08,3.2e-08,156.3338,3.2e-08
2022-01-08 00:00:00,,,,,,,,,,
